business_name,address,phone,category,subcategory,query,rating,reviews,google_maps_url,source_file
American Financial Services Inc,"750 North St. Paul Street # 1500, Dallas, TX 75201, United States",+1 214-283-2002,Financial planners,Financial_Planners_in_Dallas_Texas.csv,Financial Planners in Dallas Texas,1.0,2,https://www.google.com/maps/place/American+Financial+Services+Inc/data=!4m7!3m6!1s0x864e9923a2339f3b:0xb9ca17d8e4d04128!8m2!3d32.7860046!4d-96.7997771!16s%2Fg%2F1thbx1vl!19sChIJO58zoiOZToYRKEHQ5NgXyrk?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Dallas_Texas.csv
Master Mind Financials LLC,"18661 Robson St, Detroit, MI 48235, United States",+1 248-631-4998,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,5.0,2,https://www.google.com/maps/place/Master+Mind+Financials+LLC/data=!4m7!3m6!1s0x8824c9232589a819:0x75ea41954768165f!8m2!3d42.4278592!4d-83.1939831!16s%2Fg%2F11h8825rhh!19sChIJGaiJJSPJJIgRXxZoR5VB6nU?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Lorenzo Hardy Financial Services,"14790 Lannette St, Detroit, MI 48213, United States",+1 313-839-9754,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,5.0,1,https://www.google.com/maps/place/Lorenzo+Hardy+Financial+Services/data=!4m7!3m6!1s0x8824d69ee67519bb:0x576ab7f06eac6d6a!8m2!3d42.4173184!4d-82.9684525!16s%2Fg%2F1tj33rs9!19sChIJuxl15p7WJIgRam2sbvC3alc?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Kellum Capital Group,"1442 Brush St, Detroit, MI 48226, United States",+1 313-962-0688,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,5.0,1,https://www.google.com/maps/place/Kellum+Capital+Group/data=!4m7!3m6!1s0x883b2d2dd3f45641:0xb67c2e4f78c95c3d!8m2!3d42.3366607!4d-83.0449242!16s%2Fg%2F1261g8k0x!19sChIJQVb00y0tO4gRPVzJeE8ufLY?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Hospitality Investment Group,"4020 W Lafayette Blvd, Detroit, MI 48209, United States",+1 313-554-0116,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,5.0,1,https://www.google.com/maps/place/Hospitality+Investment+Group/data=!4m7!3m6!1s0x883b32f3457d9215:0x7cc3d499459abd4d!8m2!3d42.3158663!4d-83.0882339!16s%2Fg%2F1thsb0d5!19sChIJFZJ9RfMyO4gRTb2aRZnUw3w?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Financial Garden,"440 Burroughs St Suite 168, Detroit, MI 48202, United States",+1 734-363-8845,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,5.0,4,https://www.google.com/maps/place/Financial+Garden/data=!4m7!3m6!1s0x883b4776209a898b:0x84da3f5c5338e808!8m2!3d42.3650681!4d-83.0730519!16s%2Fg%2F11bvtrnz4l!19sChIJi4maIHZHO4gRCOg4U1w_2oQ?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Shareholder Services LLC,"6120 Trumbull, Detroit, MI 48208, United States",+1 313-638-2343,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,4.0,1,https://www.google.com/maps/place/Shareholder+Services+LLC/data=!4m7!3m6!1s0x8824cd60abd65ea1:0x9290b0797965cb2b!8m2!3d42.3623252!4d-83.0843036!16s%2Fg%2F1260j_z4l!19sChIJoV7Wq2DNJIgRK8tleXmwkJI?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Azured Financial,-,+1 313-208-8735,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/Azured+Financial/data=!4m7!3m6!1s0x8824d1584d52ecc1:0x20bfd51906a9aa6!8m2!3d45.0008644!4d-86.2705984!16s%2Fg%2F11py6lgrr9!19sChIJwexSTVjRJIgRpppqkFH9CwI?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Quality Financial Consulting Group,"19435 Greenlawn St, Detroit, MI 48221, United States",+1 313-397-2931,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/Quality+Financial+Consulting+Group/data=!4m7!3m6!1s0x8824cfa109f1f251:0x95d6a6391dbeee9d!8m2!3d42.4356982!4d-83.1522626!16s%2Fg%2F11gsbfk9k0!19sChIJUfLxCaHPJIgRne6-HTmm1pU?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Strategic Financial Partners,"2200 Hunt St #501, Detroit, MI 48207, United States",+1 734-250-9236,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/Strategic+Financial+Partners/data=!4m7!3m6!1s0x8824d3933051a0cb:0x4375555b00d6acf3!8m2!3d42.3503986!4d-83.0328534!16s%2Fg%2F11gm8pl36k!19sChIJy6BRMJPTJIgR86zWAFtVdUM?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
"The Mako Group CPAs, PLLC​","Frank & Seder Building, 19 Clifford St, Detroit, MI 48226, United States",+1 313-355-0538,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,"https://www.google.com/maps/place/The+Mako+Group+CPAs,+PLLC%E2%80%8B/data=!4m7!3m6!1s0x883b2d31767944e5:0xfcef970625a3f6d8!8m2!3d42.3347017!4d-83.0497056!16s%2Fg%2F11fjzvx2md!19sChIJ5UR5djEtO4gR2PajJQaX7_w?authuser=0&hl=en&rclk=1",Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Investment Walkers LLC,-,+1 313-622-4361,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/Investment+Walkers+LLC/data=!4m7!3m6!1s0x938ba8e9a2715a5:0x479085d483a903b!8m2!3d42.352711!4d-83.099205!16s%2Fg%2F11qfvm0464!19sChIJpRUnmo66OAkRO5A6SF0IeQQ?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Folmar Financial Group Inc,"24901 Northwestern Hwy STE 211, Southfield, MI 48075, United States",+1 248-352-9880,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,4.8,4,https://www.google.com/maps/place/Folmar+Financial+Group+Inc/data=!4m7!3m6!1s0x8824c82d7355a499:0xff75b5e0fcd1a920!8m2!3d42.4706739!4d-83.2415274!16s%2Fg%2F1tks6yh5!19sChIJmaRVcy3IJIgRIKnR_OC1df8?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
DME FINANCIAL,-,+1 313-614-5232,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/DME+FINANCIAL/data=!4m7!3m6!1s0x8824d5dd2d1cc037:0xd1c32c11c304461b!8m2!3d42.352711!4d-83.099205!16s%2Fg%2F11lryghl2w!19sChIJN8AcLd3VJIgRG0YEwxEsw9E?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Alpha Partners LLC,"600 W Lafayette Blvd #8/106, Detroit, MI 48226, United States",+1 313-963-4911,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,1.0,1,https://www.google.com/maps/place/Alpha+Partners+LLC/data=!4m7!3m6!1s0x883b2d39addaf32d:0xb25047c4f9b41f86!8m2!3d42.3291188!4d-83.0545661!16s%2Fg%2F1tc_fy3g!19sChIJLfParTktO4gRhh-0-cRHULI?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Dollars And Sense Management,"4852 Outer Dr W, Detroit, MI 48235, United States",+1 313-595-3088,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/Dollars+And+Sense+Management/data=!4m7!3m6!1s0x8824c95a0d250acb:0xb782d70e068e351e!8m2!3d42.4325036!4d-83.1761636!16s%2Fg%2F11g8ygfz8d!19sChIJywolDVrJJIgRHjWOBg7Xgrc?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
financial consulting firm,"15400 Grand River Ave, Detroit, MI 48227, United States",+1 734-707-8721,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/financial+consulting+firm/data=!4m7!3m6!1s0x8824cba8b1b6244b:0xe58aee77c2fb7598!8m2!3d42.3932406!4d-83.1977034!16s%2Fg%2F11gr5794gd!19sChIJSyS2sajLJIgRmHX7wnfuiuU?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Scott Pritchard,"3132 Woodward Ave, Detroit, MI 48201, United States",+1 833-373-1955,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/Scott+Pritchard/data=!4m7!3m6!1s0x8824d395d7951d2b:0xbad7c3c5a3d1b2a4!8m2!3d42.3454467!4d-83.0561408!16s%2Fg%2F11pf7dzf0r!19sChIJKx2V15XTJIgRpLLRo8XD17o?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Money Masters Financial,-,+1 313-595-4781,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/Money+Masters+Financial/data=!4m7!3m6!1s0x8824d32fbf415a07:0x1e34e1adf4d618a4!8m2!3d42.352711!4d-83.099205!16s%2Fg%2F11qnvppy60!19sChIJB1pBvy_TJIgRpBjW9K3hNB4?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
"Financial & Portfolio Advisors, Ltd.","15855 Farmington Rd, Livonia, MI 48154, United States",+1 734-261-4011,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,5.0,2,"https://www.google.com/maps/place/Financial+%26+Portfolio+Advisors,+Ltd./data=!4m7!3m6!1s0x8824b3abdb24e9a9:0xf0cbe598f6e5d0cc!8m2!3d42.4024237!4d-83.3742387!16s%2Fg%2F1tgh85fk!19sChIJqekk26uzJIgRzNDl9pjly_A?authuser=0&hl=en&rclk=1",Financial planners/Financial_Planners_in_Detroit_Michigan.csv
GREENTREE FINANCIAL LLC,"400 Renaissance Center Suite 2600, Detroit, MI 48243, United States",+1 586-229-7238,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,1.0,1,https://www.google.com/maps/place/GREENTREE+FINANCIAL+LLC/data=!4m7!3m6!1s0x883b2d26fdf0173d:0xec27fb3748c15c5f!8m2!3d42.3297686!4d-83.0403799!16s%2Fg%2F11t3gtyj5h!19sChIJPRfw_SYtO4gRX1zBSDf7J-w?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Comprehensive Planning Advisory Corp,"24725 W 12 Mile Rd # 312, Southfield, MI 48034, United States",+1 248-424-8440,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,4.3,3,https://www.google.com/maps/place/Comprehensive+Planning+Advisory+Corp/data=!4m7!3m6!1s0x8824b79c8c434e15:0x9d054792644eb44c!8m2!3d42.4996338!4d-83.2895026!16s%2Fg%2F1262z6bv3!19sChIJFU5DjJy3JIgRTLROZJJHBZ0?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Progressive Wealth Advisors,"6 Parklane Blvd Suite 135, Dearborn, MI 48126, United States",+1 313-914-7835,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,0.0,0,https://www.google.com/maps/place/Progressive+Wealth+Advisors/data=!4m7!3m6!1s0x883b34e2993f547f:0xf985b07f3454b8e2!8m2!3d42.3244439!4d-83.2067035!16s%2Fg%2F1tnjk767!19sChIJf1Q_meI0O4gR4rhUNH-whfk?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Mark Epps Financial Advisory Services,"36360 Woodward Ave, Bloomfield Hills, MI 48304, United States",+1 248-203-5955,Financial planners,Financial_Planners_in_Detroit_Michigan.csv,Financial Planners in Detroit Michigan,5.0,2,https://www.google.com/maps/place/Mark+Epps+Financial+Advisory+Services/data=!4m7!3m6!1s0x8824c70fd101512d:0x5dc80ff7860fbbda!8m2!3d42.5557786!4d-83.2203093!16s%2Fg%2F1tcysf_r!19sChIJLVEB0Q_HJIgR2rsPhvcPyF0?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Detroit_Michigan.csv
Carlos Veytia & Associates,"1517 Montana Ave, El Paso, TX 79902, United States",+1 915-544-1066,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,5.0,2,https://www.google.com/maps/place/Carlos+Veytia+%26+Associates/data=!4m7!3m6!1s0x86e759a8d9f97c7d:0xc0158078c82e555f!8m2!3d31.7728099!4d-106.4783872!16s%2Fg%2F1thd27jf!19sChIJfXz52ahZ54YRX1UuyHiAFcA?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Safe Path Financial,"10921 Pellicano Dr #101, El Paso, TX 79935, United States",+1 915-621-5466,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,5.0,1,https://www.google.com/maps/place/Safe+Path+Financial/data=!4m7!3m6!1s0x86e745a312b4dbe9:0xdbfa3937ba18c8bf!8m2!3d31.7514978!4d-106.3304673!16s%2Fg%2F11fml34hl7!19sChIJ6du0EqNF54YRv8gYujc5-ts?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Armando Salas CFP® - Trilogy Financial Planning,-,+1 915-503-8493,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,5.0,1,https://www.google.com/maps/place/Armando+Salas+CFP%C2%AE+-+Trilogy+Financial+Planning/data=!4m7!3m6!1s0xad4f03ce2f3ad2d5:0xdb73ca44cd4dc8f2!8m2!3d31.6944852!4d-106.3001081!16s%2Fg%2F11vyq35rks!19sChIJ1dI6L84DT60R8shNzUTKc9s?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Transamerica Financial Advisor - WFG,"1760 Airway Blvd #201, El Paso, TX 79925, United States",-,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,4.2,16,https://www.google.com/maps/place/Transamerica+Financial+Advisor+-+WFG/data=!4m7!3m6!1s0x86e75a5eaf8fce91:0xc5a853283d4f1dae!8m2!3d31.7929565!4d-106.3945296!16s%2Fg%2F1tdfnq9v!19sChIJkc6Pr15a54YRrh1PPShTqMU?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Dorsar Investment Co,"4855 N Mesa St UNIT 120, El Paso, TX 79912, United States",+1 915-541-7900,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,5.0,1,https://www.google.com/maps/place/Dorsar+Investment+Co/data=!4m7!3m6!1s0x86e758200693ce03:0x8b6767f6faf80d22!8m2!3d31.8078958!4d-106.5107849!16s%2Fg%2F1tffzyx6!19sChIJA86TBiBY54YRIg34-vZnZ4s?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Juanita McKenna Retirement & Financial Planning Services,-,+1 915-373-5826,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,0.0,0,https://www.google.com/maps/place/Juanita+McKenna+Retirement+%26+Financial+Planning+Services/data=!4m7!3m6!1s0x86e745277b942f63:0xbebc016b88af4a81!8m2!3d31.8111352!4d-106.4245174!16s%2Fg%2F11gd_5xj7g!19sChIJYy-UeydF54YRgUqviGsBvL4?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Voya Financial Advisors,"401 E Main St Suite 404, El Paso, TX 79901, United States",+1 915-543-4900,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,1.5,2,https://www.google.com/maps/place/Voya+Financial+Advisors/data=!4m7!3m6!1s0x86e758fe45fad3b7:0x8cc7354018894911!8m2!3d31.7618299!4d-106.4865086!16s%2Fg%2F1tfqlv4p!19sChIJt9P6Rf5Y54YREUmJGEA1x4w?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
The Herrera Group,"416 N Stanton St, El Paso, TX 79902, United States",+1 915-351-9696,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,0.0,0,https://www.google.com/maps/place/The+Herrera+Group/data=!4m7!3m6!1s0x86e758ff48f2022b:0x4a90c1c5fb89eba8!8m2!3d31.7617324!4d-106.4876612!16s%2Fg%2F1tg5vhjr!19sChIJKwLySP9Y54YRqOuJ-8XBkEo?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
O'Neill Financial | Financial Planning,"5925 Silver Springs Dr b, El Paso, TX 79912, United States",+1 915-373-0989,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,0.0,0,https://www.google.com/maps/place/O%27Neill+Financial+%7C+Financial+Planning/data=!4m7!3m6!1s0x86e757dac72eb649:0xd9c45de05b7246a9!8m2!3d31.8380419!4d-106.5241439!16s%2Fg%2F11c532srsp!19sChIJSbYux9pX54YRqUZyW-BdxNk?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Invested Financial LLC,-,+1 915-346-2672,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,5.0,5,https://www.google.com/maps/place/Invested+Financial+LLC/data=!4m7!3m6!1s0x86e7593b16b1f6f5:0x7dfc1cbcc462bd71!8m2!3d31.9787936!4d-106.5850219!16s%2Fg%2F11n10b8dch!19sChIJ9faxFjtZ54YRcb1ixLwc_H0?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Capital Choice,"6070 Gtwy Blvd E # 500G, El Paso, TX 79905, United States",+1 915-783-0152,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,1.7,6,https://www.google.com/maps/place/Capital+Choice/data=!4m7!3m6!1s0x86e75a4c795471f5:0xd016c0e643d2761b!8m2!3d31.7801766!4d-106.4108555!16s%2Fg%2F1wv_snsz!19sChIJ9XFUeUxa54YRG3bSQ-bAFtA?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Meraz Wealth Management,"9434 Viscount Blvd, El Paso, TX 79925, United States",+1 915-595-8941,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,0.0,0,https://www.google.com/maps/place/Meraz+Wealth+Management/data=!4m7!3m6!1s0x86e75b3c0a714897:0xce379c39c77ee026!8m2!3d31.7677736!4d-106.3643064!16s%2Fg%2F12604b12f!19sChIJl0hxCjxb54YRJuB-xzmcN84?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
Ruben E Guerra Co,"201 E Main St, El Paso, TX 79901, United States",+1 915-760-5551,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,0.0,0,https://www.google.com/maps/place/Ruben+E+Guerra+Co/data=!4m7!3m6!1s0x86e758fdee20fdc5:0xbfed3029488672db!8m2!3d31.7604317!4d-106.4884404!16s%2Fg%2F1260p3gc2!19sChIJxf0g7v1Y54YR23KGSCkw7b8?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
National American Investment Co.,"200 N Oregon St, El Paso, TX 79901, United States",+1 915-533-5943,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,2.3,3,https://www.google.com/maps/place/National+American+Investment+Co./data=!4m7!3m6!1s0x86e758fd7f625e89:0x8dd244cdfe151055!8m2!3d31.7585227!4d-106.4878844!16s%2Fg%2F1v_z9c0j!19sChIJiV5if_1Y54YRVRAV_s1E0o0?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
TSR Inc,"6701 Convair Rd, El Paso, TX 79925, United States",+1 915-843-4265,Financial planners,Financial_Planners_in_El_Paso_Texas.csv,Financial Planners in El Paso Texas,4.0,1,https://www.google.com/maps/place/TSR+Inc/data=!4m7!3m6!1s0x86e75a5fadce70bb:0x9bd4b84ecc007b0d!8m2!3d31.7990931!4d-106.39603!16s%2Fg%2F1tl8l4ms!19sChIJu3DOrV9a54YRDXsAzE641Js?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_El_Paso_Texas.csv
V&D Consulting Firm LLC,"420 Throckmorton St Suite 202, Fort Worth, TX 76102, United States",+1 469-801-9865,Financial planners,Financial_Planners_in_Fort_Worth_Texas.csv,Financial Planners in Fort Worth Texas,4.9,183,https://www.google.com/maps/place/V%26D+Consulting+Firm+LLC/data=!4m7!3m6!1s0x864e9c6eea39dd0b:0xfa155b8f8cdf3b69!8m2!3d32.7539896!4d-97.3331816!16s%2Fg%2F11fy_9w4r7!19sChIJC9056m6cToYRaTvfjI9bFfo?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Fort_Worth_Texas.csv
"LM Stamper, RICP","2421 W 7th St Suite 200, Fort Worth, TX 76107, United States",+1 972-884-5418,Financial planners,Financial_Planners_in_Fort_Worth_Texas.csv,Financial Planners in Fort Worth Texas,5.0,19,"https://www.google.com/maps/place/LM+Stamper,+RICP/data=!4m7!3m6!1s0x864e7352011249a7:0x7784709a440c8957!8m2!3d32.7507699!4d-97.352121!16s%2Fg%2F11fk8f2yzk!19sChIJp0kSAVJzToYRV4kMRJpwhHc?authuser=0&hl=en&rclk=1",Financial planners/Financial_Planners_in_Fort_Worth_Texas.csv
Corneilous Cannon,"640 Taylor St Suite 1200, Fort Worth, TX 76102, United States",-,Financial planners,Financial_Planners_in_Fort_Worth_Texas.csv,Financial Planners in Fort Worth Texas,4.6,13,https://www.google.com/maps/place/Corneilous+Cannon/data=!4m7!3m6!1s0x864e714d03175089:0x870bbf25ec51cbca!8m2!3d32.7522628!4d-97.3333436!16s%2Fg%2F11mvl5khr2!19sChIJiVAXA01xToYRystR7CW_C4c?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Fort_Worth_Texas.csv
"John M. Pardue, CIMA(R), Merrill Lynch","301 Commerce St Suite 2100, Fort Worth, TX 76102, United States",+1 817-877-9669,Financial planners,Financial_Planners_in_Fort_Worth_Texas.csv,Financial Planners in Fort Worth Texas,5.0,1,"https://www.google.com/maps/place/John+M.+Pardue,+CIMA%28R%29,+Merrill+Lynch/data=!4m7!3m6!1s0x864e7140c3ad7f3d:0xcb669ab7be252c9!8m2!3d32.7558932!4d-97.3305171!16s%2Fg%2F1pp2tyvkj!19sChIJPX-tw0BxToYRyVLie6tptgw?authuser=0&hl=en&rclk=1",Financial planners/Financial_Planners_in_Fort_Worth_Texas.csv
Centre Wealth Management,"5252 Westchester Ave #118, Houston, TX 77005, United States",+1 832-582-8806,Financial planners,Financial_Planners_in_Houston_Texas.csv,Financial Planners in Houston Texas,5.0,1,https://www.google.com/maps/place/Centre+Wealth+Management/data=!4m7!3m6!1s0x8640c0f8ce64c06d:0xdad202b88fc04cd7!8m2!3d29.7263193!4d-95.4306767!16s%2Fg%2F12lr9g3b7!19sChIJbcBkzvjAQIYR10zAj7gC0to?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Houston_Texas.csv
Houston Retirment Income Planners,"5120 Woodway Dr #9029, Houston, TX 77056, United States",+1 832-649-8536,Financial planners,Financial_Planners_in_Houston_Texas.csv,Financial Planners in Houston Texas,0.0,0,https://www.google.com/maps/place/Houston+Retirment+Income+Planners/data=!4m7!3m6!1s0x8640c14e0c304bab:0xe7c23ad543190c2e!8m2!3d29.7625613!4d-95.4662666!16s%2Fg%2F11bwcl3ycs!19sChIJq0swDE7BQIYRLgwZQ9U6wuc?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Houston_Texas.csv
Strategic Financial Services,"4545 Bissonnet St Suite 284, Bellaire, TX 77401, United States",+1 281-822-0272,Financial planners,Financial_Planners_in_Houston_Texas.csv,Financial Planners in Houston Texas,5.0,1,https://www.google.com/maps/place/Strategic+Financial+Services/data=!4m7!3m6!1s0x8640c1a306d942f7:0xa5fdef59535404bd!8m2!3d29.7143114!4d-95.4538097!16s%2Fg%2F1262vcyxp!19sChIJ90LZBqPBQIYRvQRUU1nv_aU?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Houston_Texas.csv
Houston Wealth Management,"1035 Dairy Ashford St #222, Houston, TX 77079, United States",+1 281-372-8410,Financial planners,Financial_Planners_in_Houston_Texas.csv,Financial Planners in Houston Texas,0.0,0,https://www.google.com/maps/place/Houston+Wealth+Management/data=!4m7!3m6!1s0x8640db9c3a94af29:0xb690a1e5b5055859!8m2!3d29.7794445!4d-95.6071167!16s%2Fg%2F1pv0dczcn!19sChIJKa-UOpzbQIYRWVgFteWhkLY?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Houston_Texas.csv
"Wealth Sphere Financial, llc",-,+1 317-983-3831,Financial planners,Financial_Planners_in_Indianapolis_Indiana.csv,Financial Planners in Indianapolis Indiana,5.0,1,"https://www.google.com/maps/place/Wealth+Sphere+Financial,+llc/data=!4m7!3m6!1s0x66d2c0ad051737a3:0x7ad0612fdf8b067c!8m2!3d39.7797845!4d-86.13275!16s%2Fg%2F11rztj9qtb!19sChIJozcXBa3A0mYRfAaL3y9h0Ho?authuser=0&hl=en&rclk=1",Financial planners/Financial_Planners_in_Indianapolis_Indiana.csv
Smith & Stuczynski Wealth Advisors,"255 Alabama St # 300, Indianapolis, IN 46204, United States",+1 317-284-9600,Financial planners,Financial_Planners_in_Indianapolis_Indiana.csv,Financial Planners in Indianapolis Indiana,5.0,1,https://www.google.com/maps/place/Smith+%26+Stuczynski+Wealth+Advisors/data=!4m7!3m6!1s0x886b5dcb123fefff:0xc34f0d53430ec292!8m2!3d39.7709077!4d-86.1521701!16s%2Fg%2F11b7fwb10p!19sChIJ_-8_Estda4gRksIOQ1MNT8M?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Indianapolis_Indiana.csv
Nash & Associates,"121 Monument Cir, Indianapolis, IN 46204, United States",+1 317-407-7678,Financial planners,Financial_Planners_in_Indianapolis_Indiana.csv,Financial Planners in Indianapolis Indiana,5.0,3,https://www.google.com/maps/place/Nash+%26+Associates/data=!4m7!3m6!1s0x886b50be7da44f51:0x972b546570501acf!8m2!3d39.7692088!4d-86.1572517!16s%2Fg%2F11bw7fkfvy!19sChIJUU-kfb5Qa4gRzxpQcGVUK5c?authuser=0&hl=en&rclk=1,Financial planners/Financial_Planners_in_Indianapolis_Indiana.csv
